File Name,Total Time,Tempo,Song Key,Instruments,Note Count
LordOfTheWasteland.mid,353.51316,148,Unknown,"33, 82, 52, 55, 29, 30",7615
Lord_Of_The_Flies.mid,305.88888503124997,148,7,"33, 52, 29, 30",6652
Lorelei.mid,265.453988,66,Unknown,"65, 35, 52, 30, 89, 91, 29, 25",4380
LosBastardos.mid,26.861580281250003,140,Unknown,"26, 53, 37, 30",664
Losfer_Words.mid,295.707112,219,0,"33, 30",9359
LosingTimeGrandFinale.mid,255.28533,85,Unknown,"33, 48, 27, 29, 30",2880
Loss.mid,318.4451575,68,Unknown,"25, 34, 30",3669
LostAndFound.mid,96.0,120,Unknown,24,624
LostControl.mid,324.0,120,Unknown,"33, 2, 40, 52, 24, 30",2806
LostInHollywood.mid,274.461264,195,Unknown,"0, 1, 34, 18, 94, 30",7493
LostInTheDepthsOfMe.mid,563.6812545,135,Unknown,"34, 66, 48, 61, 29, 30",13528
LostInTheIce.mid,565.16016,155,Unknown,"34, 40, 42, 25, 29, 30",10607
LostInTheTwilightHall.mid,349.894212,95,Unknown,"25, 34, 29, 30",9395
LostNotForgotten.mid,586.8870651083333,130,Unknown,"1, 33, 2, 48, 80, 51, 52, 19, 30",13523
LostParadise.mid,107.076816,130,Unknown,"33, 29, 30",233
LostWithoutYou.mid,610.85929,60,Unknown,"33, 27, 29",2107
LouderThanHell.mid,140.666526,90,Unknown,"34, 84, 29",2690
LoudLove.mid,273.74956199999997,144,Unknown,"33, 29, 30, 31",2800
LouisianaDarkness.mid,98.78044499999999,82,Unknown,"33, 48, 82, 29, 30, 95",1167
LouisianaSwampSwank.mid,170.4,75,Unknown,"24, 25, 27, 104",2740
LoveAndAffection.mid,285.714,105,Unknown,"36, 29, 30",4175
LoveBites.mid,315.922761,130,Unknown,"33, 100, 30, 27, 29, 94",4811
LoveBlood.mid,286.2498855,72,Unknown,"85, 30",5125
LoveDontComeEasy.mid,232.553168,106,Unknown,"24, 27, 30",1725
Lovedrive.mid,262.79833333333335,150,Unknown,"33, 30",5147
LoveEqualsSuffering.mid,342.26078400000006,115,Unknown,"33, 27, 30",5597
LoveGun.mid,197.8625,150,Unknown,"99, 44, 81, 29, 30",2357
LoveHateTragedy.mid,198.4,75,Unknown,"33, 26, 27, 29, 30",4593
LoveHerAllICan.mid,160.27879725000003,140,7,"81, 34, 30, 57",3392
LoveInChains.mid,208.61517599999996,130,Unknown,"34, 85, 53, 30",2813
LoveIsForSuckers.mid,201.78523,168,Unknown,"34, 68, 30",5631
LovelyJoan.mid,165.376216,67,Unknown,"24, 25, 42, 73",1257
LoveMachine.mid,225.4,150,Unknown,"56, 33, 30",4726
LoveSecrets.mid,199.615012,208,Unknown,"33, 48, 81, 50, 30",6246
LovesNoFriend.mid,263.33322799999996,72,Unknown,"62, 34, 30",2594
LoveThemeFromKiss.mid,143.999964,145,0,"34, 29",1637
LovingYouSundayMorning.mid,351.29452800000007,100,Unknown,"29, 30",3744
LowerTheFlags.mid,208.6956,115,Unknown,"0, 33, 48, 30",2779
LowRider.mid,57.74425599999999,133,0,"33, 109, 29",913
LucaTurillisExcercises.mid,18.526296000000002,180,Unknown,24,224
LuckyCharms.mid,345.3649865,208,Unknown,"2, 104, 73, 8, 45, 109, 85, 24, 25, 27, 61, 30",5702
Luminous.mid,246.85689600000003,70,Unknown,26,297
LunarStrain.mid,240.32000000000005,300,Unknown,"34, 30",5975
Lunatic.mid,36.387024,155,Unknown,25,292
LurkingInTheDark.mid,205.5,160,Unknown,"34, 42, 91, 29, 30",5673
LustForLife(Live).mid,308.33284,144,Unknown,"48, 34, 30",10912
LuxuryOfAGrave.mid,562.285152,70,Unknown,"80, 25, 30",6027
Lycanthropy.mid,256.61512799999997,130,Unknown,"33, 30",8208
M-80.mid,122.55000000000001,150,Unknown,30,3756
Magic.mid,303.44775999999996,174,Unknown,"64, 16, 30, 33",6486
MagicalWorld.mid,255.48375599999997,93,Unknown,"0, 35, 68, 73, 48, 25",9527
MagicTouch.mid,238.378581,110,0,"81, 34, 75, 30",3582
MagSex.mid,373.77496199999996,98,Unknown,"25, 27, 30, 33",8474
Mailman.mid,275.217006,92,Unknown,"16, 29, 30",2769
Majesty.mid,424.830171,110,Unknown,"33, 19, 30",17887
MakeItRight.mid,203.1,100,Unknown,"48, 34, 27, 30",2834
MakeMeBad.mid,229.09109999999998,109,0,"32, 0, 36, 71, 51, 52, 29, 30",3393
MakinLove copy.mid,280.2,100,Unknown,"33, 28, 30",3781
MakinLove.mid,178.245516,171,Unknown,"25, 34, 29, 30",4160
Mama.mid,271.7985375020834,104,7,"34, 71, 40, 73, 45, 22, 56, 27",3231
MandatorySuicide.mid,227.30746499999998,156,Unknown,"34, 85, 29",6720
Mandrake.mid,380.952066,128,Unknown,"33, 29, 54, 30",7791
ManMadeGod.mid,253.5,160,Unknown,"33, 29, 30",6717
ManOnAMission.mid,341.1174765,170,Unknown,"34, 29, 52, 54, 87, 61, 30",13714
ManOnTheSilverMountain.mid,196.615188,130,Unknown,"33, 69, 16, 19, 52, 29, 30",7215
MansionInSorrow.mid,217.71406800000003,140,Unknown,"33, 30",5006
Man_On_The_Edge.mid,249.14115866666666,134,9,"33, 52, 27, 29, 30",8959
MapleLeaf.mid,158.52924800000002,136,Unknown,27,2127
MarchingToTheKillingRhythm.mid,259.738637,230,Unknown,"34, 29, 30",5092
MarchofthePigs.mid,167.595039275,130,0,"0, 35, 126, 113, 85, 90, 29, 30",5470
MarchOfTheSwordmaster.mid,283.764564,170,Unknown,"33, 6, 40, 73, 75, 48, 24, 29, 30",5992
MartiusNauticusIi.mid,392.40249266666666,110,Unknown,"0, 35, 6, 7, 40, 73, 42, 43, 70, 71, 48, 117, 24, 25, 91, 30",10679
MaskOfSanity.mid,238.75,192,Unknown,"0, 34, 6, 48, 81, 55, 87, 30, 62",7465
Masquerade98.mid,299.30598599999996,152,Unknown,"33, 73, 48, 29, 30",6567
Massacre.mid,200.29390400000003,136,Unknown,"38, 30",2883
MasterAndSlave.mid,280.32,125,Unknown,"34, 29, 30",3688
MasterOfPuppets.mid,56.181762000000006,220,Unknown,"36, 30",832
MaszMnieWampirze.mid,215.999784,180,Unknown,30,1650
MaybeIMaybeYou.mid,207.656786625,85,Unknown,"0, 65, 29, 33",1995
MaybeNextTime.mid,202.0,60,Unknown,"24, 33, 61, 29",1465
MayTodayBecomeTheDay.mid,236.4997635,180,Unknown,"33, 99, 29, 30",7223
Me.mid,265.16076000000004,124,Unknown,"33, 26, 87",1907
MeaningOfLife.mid,238.09500000000003,126,Unknown,"81, 34, 30",6282
MediaOverkill.mid,212.57121600000002,105,Unknown,"34, 29, 30, 87",4139
Medicate.mid,207.36,125,Unknown,"34, 30",4402
MedicineMan.mid,313.713972,105,Unknown,"34, 30",7929
MeetTheReaper.mid,38.0151135,90,Unknown,"48, 61, 85, 30",275
Megadeth-99 Ways To Die.mid,236.25,160,0,"34, 27, 29, 30",5982
Megadeth-A Secret Place.mid,315.3433275,131,Unknown,"104, 89, 29, 30",3665
Megadeth-A Tout Le Monde.mid,255.29685525000002,101,0,"25, 27, 30, 33",3811
Megadeth-Addicted To Chaos.mid,323.26483199999996,98,Unknown,30,1872
Megadeth-Almost Honest.mid,229.71405600000003,140,Unknown,"35, 38, 56, 25, 27, 29, 30",4754
Megadeth-Angry Again.mid,229.04739000000004,126,1,"34, 36, 52, 29, 30",3799
Megadeth-Architecture of Aggression.mid,193.3692945,92,Unknown,30,1600
Megadeth-Ashes in Your Mouth.mid,345.69048146666705,150,7,"33, 35, 30",7526
Megadeth-Black Curtains.mid,207.999792,90,Unknown,30,1304
Megadeth-Blood Of Heroes.mid,234.434724,115,Unknown,"33, 49, 53, 25, 30",3829
Megadeth-Captive Honour.mid,303.74987849999997,72,0,"24, 30",3037
Megadeth-Dawn Patrol.mid,110.6666224,72,Unknown,33,860
Megadeth-Dread and The Fugitive Mind.mid,246.976596,86,Unknown,"33, 29, 30",4696
Megadeth-Family Tree.mid,234.32932687500005,122,7,"33, 30, 6",4122
Megadeth-Five Magics.mid,362.0822048125,170,7,"5, 67, 29",7560
Megadeth-Foreclosure Of A Dream.mid,246.85707199999996,69,10,"40, 33, 30, 25",3918
Megadeth-Go To Hell.mid,222.38073000000003,126,Unknown,30,2196
Megadeth-Hangar 18.mid,314.206346,163,0,"18, 34, 29, 30",9433
Megadeth-High Speed Dirt.mid,245.333088,180,Unknown,"27, 30",2254
Megadeth-Holy Wars The Punishment Due.mid,393.696153,165,7,"33, 81, 25, 28, 29, 30",9605
Megadeth-I Thought I Knew It All.mid,213.45000000000002,99,Unknown,"33, 53, 30",3642
Megadeth-Ill Get Even.mid,310.0,120,0,"34, 29",4334
Megadeth-In My Darkest Hour.mid,258.8234,102,Unknown,"34, 27, 30",8804
Megadeth-Killing Road.mid,233.76194156250003,154,Unknown,"33, 52, 30",4437
Megadeth-Lucretia.mid,231.060375,99,Unknown,"34, 29, 30",5782
Megadeth-Peace Sells.mid,206.757066,140,0,"34, 30",5569
Megadeth-Poison Was The Cure.mid,194.39334049999997,137,Unknown,"4, 29, 86, 30",4621
Megadeth-Psychotron.mid,252.57326000000003,136,7,"33, 30",4504
Megadeth-Reckoning Day.mid,244.36979166666666,120,Unknown,"25, 52, 30, 33",5275
Megadeth-Rust In Peace Polaris.mid,312.62626,151,Unknown,"33, 30",7362
Megadeth-She Wolf.mid,220.000088,167,0,"33, 30",3923
Megadeth-Skin O My Teeth.mid,197.5,192,Unknown,"56, 34, 30, 31",4747
Megadeth-Sweating Bullets.mid,267.49935800000003,168,Unknown,30,2058
Megadeth-Symphony Of Destruction.mid,228.85691400000002,140,0,"34, 29, 30",4886
Megadeth-Take No Prisoners.mid,198.51832000000002,162,Unknown,"33, 30",6868
Megadeth-The Doctor Is Calling.mid,334.605671,93,Unknown,"33, 27, 48, 25, 91, 29, 30",5631
Megadeth-This Was My Life.mid,212.3914955,137,7,"33, 30",4206
Megadeth-Tornado Of Souls.mid,317.538144,195,2,"33, 30, 71",7547
Megadeth-Train Of Consequences.mid,204.21022,114,0,"34, 29, 30",4000
Megadeth-Trust.mid,309.93902846666674,132,7,"33, 101, 50, 55, 24, 25, 29, 30",6259
Megadeth-Use The Man.mid,385.2628240000001,76,Unknown,"34, 25, 27, 29, 30",3238
Megadeth-Vortex.mid,222.99977700000002,180,0,"65, 34, 19, 30",4124
Megadeth-Wake Up Dead.mid,194.64239,168,Unknown,30,2829
Megadeth-Youthanasia.mid,259.92059632291665,134,0,"33, 70, 30",4400
MeInside.mid,161.727111,110,Unknown,"34, 29",3650
Melissa.mid,397.03292799999997,94,Unknown,"34, 27, 30",7311
MellisasGarden.mid,95.625,64,Unknown,25,402
Memmingen.mid,63.6,100,Unknown,"25, 52",253
MemoriesOfTomorrow.mid,45.36,250,Unknown,"34, 30",2083
MephistoWaltz.mid,97.472724,120,Unknown,"24, 25",683
MercySeverity.mid,293.73905700000006,115,Unknown,"33, 28, 30",7117
MessageInABottle.mid,195.828484,100,Unknown,"26, 30",1702
MessageInBlood.mid,264.76778299999995,120,Unknown,"34, 30",4928
Metabolic.mid,251.33308200000002,180,Unknown,30,5485
MetalBucetation.mid,185.220399,122,Unknown,"33, 80, 20, 52, 25",5882
MetalFrenzy.mid,106.908984,110,Unknown,30,665
MetalGods.mid,138.3,100,Unknown,"54, 33, 30",2530
MetalIsTheLaw.mid,230.22100799999996,156,Unknown,"34, 30",7044
Metallica - The Day That Never Comes.mid,467.88812850000005,120,Unknown,"33, 27, 30",12734
Metallica-Frantic.mid,348.75,160,0,"33, 27, 28, 29, 30",8553
Metallica-I Disappear.mid,255.9375,128,0,"33, 66, 27, 29",4664
Metallica-Minus Human.mid,192.6603,109,0,30,1691
Metallica-No Leaf Clover.mid,306.18394516666666,76,Unknown,"33, 68, 41, 73, 45, 47, 48, 29, 119, 87, 26, 59, 61, 30",5076
Metallica-St. Anger.mid,439.35464099999996,93,Unknown,"33, 36, 27, 28, 29, 30",15517
MetalMassacreAttack.mid,110.625,160,Unknown,"33, 29",2523
MetalMeltdown.mid,313.384302,130,Unknown,"33, 30",5577
MetalMilkshake.mid,179.60000000000002,150,Unknown,"81, 33, 29, 30",4204
MetalStorm-faceTheSlayer.mid,312.17819349999996,114,Unknown,30,4440
Metaphor.mid,213.33312,180,Unknown,"24, 33, 42, 40",3451
Metropolis(part1).mid,568.626841591667,105,5,"33, 99, 35, 39, 7, 81, 50, 51, 24, 30",11580
MickThompsonExercisesAndWarmups.mid,57.2111925,120,Unknown,29,520
MidsummerDaydream.mid,125.60000000000001,75,Unknown,24,940
MidwayCreatures.mid,217.82578200000003,138,Unknown,"25, 84, 30",2498
Millenium.mid,243.87048000000001,155,Unknown,"34, 30, 6",8241
Mind.mid,357.78624799999994,73,Unknown,"33, 27, 30",4438
MindControl.mid,186.0,200,Unknown,"34, 30",8360
MindRiot.mid,282.5,96,Unknown,29,3517
MinisterHall.mid,153.26600200000001,116,Unknown,"25, 74, 35",1403
MinistryOfLostSouls.mid,897.8644535,82,Unknown,"0, 33, 6, 75, 48, 17, 81, 62, 117, 54, 94, 24, 25, 29, 30",19539
Minus.mid,200.898488,178,Unknown,"48, 33, 30",5199
Miriam.mid,310.76892,156,Unknown,"81, 33, 30",5937
MirrorMirror copy.mid,260.95212000000004,126,Unknown,"0, 34, 9, 73, 50, 88, 26, 30",2338
MirrorMirror.mid,301.333032,180,Unknown,"48, 34, 30",12157
MissingSequences.mid,349.4094554999999,100,0,"34, 52, 27, 30, 127",6843
MissYouInAHeartbeat.mid,243.63612999999998,66,Unknown,"33, 2, 25, 27, 29",5092
Mistress.mid,216.122132,98,Unknown,"36, 30",4863
MistyMountainHop.mid,254.11046017500004,140,9,"33, 2, 66, 84, 29, 30",5617
MobyDick.mid,264.86954708333343,93,5,"35, 29, 30",3345
ModernIconoclast.mid,266.139594,110,Unknown,"34, 30",9642
MomentOfGlory.mid,263.04,125,Unknown,"40, 73, 42, 48, 52, 22, 25, 29",4505
Mommy.mid,375.529224,85,Unknown,"27, 29, 30",2169
MommyCanIGoOutAndKillTonight.mid,86.4,200,Unknown,"34, 30",2867
MondTanz.mid,163.61522099999996,130,Unknown,25,2396
Monolith.mid,227.085696,105,Unknown,"34, 29, 30",6411
MonolithOfDoubt.mid,207.42836400000002,140,Unknown,"0, 40, 48, 52, 29, 30",4729
MonstersOfRock.mid,305.806156,62,Unknown,"34, 27, 68, 30",3660
MoodForTrouble.mid,274.0,120,Unknown,29,4677
Moonchild.mid,335.8543849999999,104,7,"33, 52, 25, 90, 29, 30",9359
Moondance.mid,209.06108200000003,105,Unknown,"2, 34, 73, 41, 125, 119, 29, 30",6331
MoonOfMyNights.mid,360.888528,135,Unknown,"2, 37, 29, 30",8135
Moonshield.mid,296.291562,178,Unknown,"25, 30, 33",6420
Mordecai.mid,283.1034465,144,Unknown,"89, 26, 30",6205
Morderca.mid,157.5,80,Unknown,30,3534
MordredsSong.mid,343.57843199999996,95,Unknown,"34, 40, 73, 49, 25, 27, 30",6873
MoreThanPain.mid,151.764544,136,Unknown,"89, 29, 30, 33",1754
MorningOnEarth.mid,266.97847375,62,Unknown,"33, 3, 40, 48, 30, 24, 121, 25",2988
MorphingIntoPrimal.mid,174.54528000000002,220,Unknown,"33, 30",5831
Mother_Russia.mid,300.29909975,88,5,"25, 52, 30, 33",5927
Mothra.mid,266.58430000000004,211,9,"112, 28, 29, 30",4384
Mourn.mid,243.6,100,Unknown,"29, 25, 27, 61, 30",4642
Mouth.mid,225.0,96,Unknown,"34, 30",3854
MouthForWar.mid,231.02620933333333,80,7,"81, 29, 30, 33",6715
MouthOfWar.mid,235.403505,158,Unknown,"81, 34, 29",5177
Mr.SelfDestruction.mid,202.23650016666667,106,Unknown,"0, 68, 101, 82, 85",3755
MrRogers.mid,339.16653099999996,72,Unknown,"33, 28, 30",4742
MrSandman.mid,123.84,125,Unknown,"34, 11, 51, 26, 30",2041
MrSpeed.mid,203.07671999999997,130,Unknown,"34, 29",4310
MudShuvel.mid,290.4899100208334,122,Unknown,"33, 36, 87, 29, 30",3392
Murders_In_The_Rue_Morgue.mid,249.14260800000002,70,Unknown,"33, 52, 25, 29, 30",7080
MustHaveMore.mid,175.522312,134,Unknown,"34, 29, 30, 71",3768
MyAcidWords.mid,342.777435,108,Unknown,"34, 30",8866
MyDecember.mid,261.75,160,Unknown,"33, 30",5452
MyDemon.mid,276.25,150,0,"34, 29, 30, 119",6249
MyEmptyRoom.mid,81.0,120,Unknown,24,358
MyGeneration.mid,239.499733,105,Unknown,"33, 29, 30",5482
MyGiftToYou.mid,434.110364,94,Unknown,"33, 48, 52, 29, 30",5126
MyGuitarWantsToKillYourMama.mid,261.980019,101,Unknown,"37, 22, 29, 30, 31",4474
MyNameIsMud.mid,223.75,120,Unknown,36,903
MyPlague.mid,207.90685200000001,172,Unknown,"34, 29",6452
MyPledgeOfAllegiance.mid,319.66634700000003,90,Unknown,"65, 34, 40, 48, 89, 91, 29",8001
MyQueen.mid,129.20000000000002,150,Unknown,"25, 66, 29",1816
MysteriousMurderOfChristianTierasLover.mid,60.914784,112,Unknown,"30, 31",751
MysticDreamExercise.mid,63.77616,143,Unknown,30,322
MySweetShadow.mid,278.25,120,Unknown,"33, 74, 48, 26, 30",8188
MyTemple.mid,298.93306,180,Unknown,"2, 34, 27, 29, 30",9264
MyWave.mid,280.525,120,0,"33, 68, 38, 29, 30, 31",6192
MyWay copy.mid,345.0,100,Unknown,"33, 27, 30",3642
MyWay.mid,182.970172,101,0,"33, 29, 30",4468
MyWineInSilence.mid,331.363548,88,Unknown,"33, 26, 27, 49",2801
NakedCity.mid,227.95069050000004,122,7,"16, 81, 34, 30",4430
Nanoman.mid,296.4375,160,0,"120, 34, 30",7592
Narcosynthesis.mid,319.99968,135,Unknown,"34, 30",12205
NaturalBornBoy.mid,224.22343296458334,136,Unknown,30,1269
NatureBoy.mid,283.86785,120,Unknown,"29, 27, 37",2437
NecessaryEvil.mid,195.68822400000002,200,Unknown,30,1317
Necrominicon(Epilogue).mid,120.03834349999998,120,Unknown,"49, 34, 29, 30",3947
Necrophiliac.mid,208.451274,220,Unknown,"34, 30",7906
Necroshine.mid,341.08875000000006,115,Unknown,"33, 125, 30, 119",8161
Needled247.mid,243.75,192,Unknown,"80, 34, 30",10641
Needles.mid,201.6,100,Unknown,"33, 27, 30",3656
NeedTo.mid,239.6,100,Unknown,"56, 36, 30",4998
NegativeOne.mid,245.05226399999998,95,Unknown,"33, 26, 36",5521
Nemo.mid,262.08,125,Unknown,"0, 1, 33, 46, 48, 49, 51, 52, 30",3937
Nepenthe.mid,225.6,100,Unknown,"33, 6, 7, 103, 29, 30",3849
NeverEnough copy 2.mid,205.71398399999998,98,Unknown,"33, 29, 30",4856
NeverEnough copy.mid,283.428288,105,Unknown,"33, 73, 47, 48, 52, 62, 60, 30",5757
NeverEnough.mid,378.75,128,Unknown,"0, 33, 71, 80, 89, 30",10348
Neverlasting.mid,42.0,160,Unknown,"34, 30, 119",769
NeverLeave.mid,288.75,128,Unknown,"33, 27, 68",4023
NewAbortion.mid,218.5374595,215,Unknown,"34, 29, 30",8403
NewFaith.mid,175.333158,180,Unknown,"33, 30",7257
NewGeneration.mid,369.375,128,Unknown,"33, 30",4834
NewMillennium.mid,526.013745,126,Unknown,"1, 34, 104, 81, 85, 88, 27, 28, 29, 30, 31",9554
NewWorldOrder.mid,299.99985999999996,103,Unknown,"56, 33, 29, 30",8718
NewYearsEve.mid,339.1299579166667,88,Unknown,"0, 33, 100, 24, 30",3101
NewYorkGroove.mid,178.77635141666667,94,5,"34, 81, 53, 56, 30",6221
NextInLine.mid,302.471028,90,Unknown,"33, 30",8693
NextTime.mid,180.0,120,Unknown,"25, 33",2469
Niewinnosc.mid,404.40000000000003,100,Unknown,"34, 14, 27, 29, 30",4081
NightComesDown.mid,224.4,100,Unknown,"29, 30",740
Nightfall.mid,336.94688099999996,95,Unknown,"34, 73, 48, 25, 60, 30",7495
NightFlight.mid,218.72500000000002,99,Unknown,"35, 16, 18, 82, 85, 29, 30",5909
NightmareBeThyName.mid,209.53825199999997,130,Unknown,30,2539
Nightmist.mid,398.6145523541667,68,Unknown,"33, 37, 24, 29, 30",5735
NightoftheLivingDead.mid,96.0,120,Unknown,"34, 29",2958
NightOfTheSinner.mid,282.666384,135,Unknown,"34, 30",6105
NightOfTheSlunk.mid,228.0,120,Unknown,"48, 34, 30",2819
NightStalker.mid,209.66645699999998,180,Unknown,"34, 30",5104
NightTimeEclipse.mid,492.229344,150,Unknown,"24, 33, 29, 30",3132
NihilMorari.mid,369.1276293666667,97,Unknown,"0, 33, 68, 40, 73, 42, 41, 47, 48, 49, 25, 126, 27, 29, 30",8885
NikeAGoGo.mid,141.0480735,107,Unknown,"29, 30, 87",5427
NoAttention.mid,253.814688,204,Unknown,"29, 30",2961
NobodyLikeYou.mid,253.709375,120,Unknown,"33, 29, 25, 93, 30",1786
NobodyLovesMe.mid,228.823415,102,Unknown,30,2616
NobodysFaultButMine.mid,366.521788,91,9,"35, 52, 22, 29, 30",6930
NoCelebration.mid,194.666472,90,Unknown,"33, 85, 30",3714
NoceSzatana.mid,208.44111796874998,151,Unknown,"34, 30",3707
NoCommands.mid,286.690864,176,Unknown,"29, 30",3766
NoCompromise.mid,221.35451700000004,220,Unknown,30,4463
NoForgiveness.mid,55.720224,110,Unknown,24,212
NoGood.mid,295.95776,193,Unknown,"34, 29, 30",7999
Noldor(DeadWinterReigns).mid,434.133328,150,Unknown,"0, 35, 48, 25, 26, 30",9414
NoLife.mid,125.10000000000001,200,Unknown,"34, 30",3430
Nona.mid,83.3503,125,Unknown,"40, 25, 52, 41",1166
NoneButMyOwn.mid,208.12483000000003,95,Unknown,"34, 27, 30",3704
NonExistence.mid,199.0625,96,Unknown,"34, 30",4953
Nookie.mid,261.6,100,0,"33, 34, 102, 8, 80, 27, 30",4196
NoOneLikeYou.mid,234.47083333333333,120,0,"34, 75, 79, 24, 27, 29, 30",3341
NoOnesThere.mid,279.228064,120,Unknown,"42, 30",4640
NoOneThere.mid,333.20372799999996,103,Unknown,"33, 2, 52, 25, 29",9035
Noose.mid,253.3097949822917,122,Unknown,"33, 29, 30",4870
NoPainNoGain.mid,208.83096,77,Unknown,30,2006
NoPlaceToHide.mid,207.222388,107,0,"34, 29, 30",4309
NoQuarter.mid,405.8235564666667,67,4,"0, 32, 97, 35, 73, 79, 81, 52, 27, 29, 30",5496
NoReason.mid,79.09088799999999,88,Unknown,"33, 30",1102
NoRelease.mid,310.0,120,Unknown,"33, 42, 29",3058
NorthernComfort.mid,218.52598799999998,190,Unknown,30,5674
NoSecondChance.mid,335.52602500000006,76,Unknown,"35, 68, 74, 48, 25, 30",13181
NoSex.mid,237.390972,92,Unknown,"33, 27, 28, 30",1878
NoSympathyForFools.mid,223.818063,190,Unknown,"33, 30",9176
NothinButAGoodTime.mid,211.790953,134,Unknown,"34, 30",3220
Nothing.mid,127.769316675,90,Unknown,"66, 28, 79",954
NothingCanKeepMeFromYou.mid,227.859532,57,Unknown,"0, 34, 48, 25, 29",1999
Nothingface.mid,259.72222487500005,250,0,"34, 29, 30",6283
NothingToDieFor.mid,264.95256,200,Unknown,"34, 29, 30",7379
NothingToGein.mid,332.678394,112,0,"33, 36, 27, 28, 30",5201
NothingToLose.mid,206.110905,135,0,"0, 81, 34, 30",5256
NothingToSay.mid,224.965805,120,Unknown,"34, 29",1096
NoTurningBack.mid,270.0,160,Unknown,"48, 33, 29",8199
NowAndThen.mid,185.082176,68,Unknown,"40, 25, 48",1410
NoWarningShot.mid,188.57124000000002,140,Unknown,"34, 30",8828
NoWay.mid,324.90719495,138,Unknown,"1, 33, 16, 17, 49, 27, 29",4450
NowIKnowYouHateMe.mid,346.25,96,Unknown,"33, 27, 28, 29",5198
NowImNothing.mid,199.45215743749998,89,0,"37, 38, 47, 80, 51, 117, 119, 120, 30",2002
NowYouKnow.mid,217.411656,170,Unknown,30,1538
No_Prayer_For_The_Dying.mid,250.748412,88,7,"33, 52, 25, 29, 30",5400
NTogetherNow.mid,228.57160000000002,104,0,"54, 81, 46, 33",3548
Nuguns.mid,147.31030800000002,145,Unknown,"34, 42, 25, 29, 30",5216
Numb.mid,220.68471449999998,73,Unknown,"33, 68, 52, 29, 30",4161
NumbNubs.mid,20.75,120,Unknown,30,107
NurEineMinute.mid,59.246151999999995,160,Unknown,25,340
Nwo.mid,195.948936,158,Unknown,"34, 29, 30",5880
NymphomaniacFantasia.mid,270.13327200000003,90,Unknown,"48, 33, 52, 30",3525
Oath.mid,270.46126799999996,130,0,"81, 34, 30, 95",6045
ObjectsInTheRearViewMirror.mid,378.18201225,110,Unknown,"65, 1, 35, 50, 18, 52, 53, 27, 29, 30",4593
OblivionOcean.mid,272.3392913291666,120,Unknown,"24, 25, 3",3700
OceanGypsy.mid,351.42822000000007,140,Unknown,"48, 25, 75, 68",3445
OceanSoul.mid,247.49960399999998,144,Unknown,"96, 33, 48, 52, 85, 29",4738
OculusExInferni.mid,147.47200657500002,155,Unknown,"33, 72, 9, 12, 14, 46, 48, 47, 52, 60, 61, 30",4103
OdiProfanumVulgus.mid,287.560065,205,Unknown,"34, 30",6960
OfSinsAndShadows.mid,288.64835999999997,185,0,"33, 1, 81, 50, 85, 53, 30",7673
OfTwoBeginnings.mid,122.63929708333333,68,Unknown,"48, 35, 29",813
Old Man's Child - Inquest of enigmatic dreams.mid,51.282,117,Unknown,"24, 32",442
Old.mid,228.482021,112,Unknown,"34, 29, 30",6339
OldSchoolHollywood.mid,177.0,160,Unknown,"81, 34, 29, 30",4633
Omni.mid,139.15760799999998,40,Unknown,"16, 19",282
OnceSolemn.mid,184.727088,165,Unknown,"34, 30",4714
OnceUponATroubadour.mid,300.1703745,88,Unknown,"25, 52, 71",4914
OneDownTwoToGo.mid,220.76169900000002,80,Unknown,"34, 30",3892
OneLastGoodbye.mid,322.48964400000006,100,Unknown,"25, 34, 27, 50",7255
OneLastTime.mid,111.80211568749999,107,Unknown,"0, 33, 85, 89, 27, 29",1278
OneMoreTime.mid,275.47819200000004,115,Unknown,"81, 27, 30, 33",10051
OneMoreWord.mid,209.081326,98,Unknown,"33, 30",3479
OneShotAtGlory.mid,408.827484,145,Unknown,"34, 68, 30, 95",11274
OneTime.mid,272.3568705,70,Unknown,"24, 25",3374
OneWithTheWorld.mid,288.979404,49,Unknown,"25, 29",7907
Only.mid,269.999856,112,Unknown,"81, 2, 93, 87",3145
OnlyAMatterOfTime.mid,393.81049999999993,170,Unknown,"33, 6, 47, 48, 81, 85, 120, 25, 30",9736
OnlyForTheWeak.mid,258.285456,105,Unknown,"80, 33, 30",5733
OnlyOne.mid,116.263061,120,Unknown,30,1592
OnlyTheNames.mid,367.3646439999999,90,Unknown,"26, 34, 29, 30",5884
OnlyYou.mid,255.59058100000001,126,0,"81, 34, 30",4146
Only_The_Good_Die_Young.mid,285.34375,160,7,"33, 52, 120, 25, 29, 30",8929
OnTheBacksOfAngels.mid,519.7758668333332,138,Unknown,"96, 0, 33, 48, 81, 50, 80, 84, 16, 30, 89, 90, 91, 92, 29, 25, 31",12218
OnTheBreathOfPoseidon(Segue).mid,175.96859355833334,143,Unknown,"33, 68, 45, 46, 47, 48, 14, 52, 61, 30",2314
OnTheColdestWinterNight.mid,229.5,120,Unknown,"25, 35",1495
OnYourKnees.mid,238.70246399999996,185,Unknown,30,2103
OOOO.mid,304.0625,96,Unknown,"39, 8, 85, 25, 27, 30",4168
OopsIDidItAgain.mid,190.571238,105,Unknown,"34, 51, 52, 30",3673
OpenYourEyes.mid,226.90886400000002,110,Unknown,"33, 27",4508
OperationMindcrime.mid,113.45443200000001,110,Unknown,30,684
