File Name,Total Time,Tempo,Song Key,Instruments,Note Count
DoesAnyOneKnow.mid,318.0,80,Unknown,"73, 48, 25, 27, 29, 30",4521
DoinAsISeeOnMyTv.mid,96.0,120,Unknown,30,588
Domination.mid,301.0616610104167,280,Unknown,"56, 34, 30, 31",5904
Domino.mid,225.21406050000002,140,Unknown,"26, 34, 30, 31",3570
Don't_Look_To_The_Eyes_Of_A_Stranger.mid,479.4240901666667,110,Unknown,"33, 48, 51, 52, 25, 28, 29, 30",11302
DoneWithYou.mid,128.84191199999998,190,Unknown,"33, 29",4041
DontBreakTheCircle.mid,255.6,200,Unknown,"33, 29, 30",7937
DontGetClose.mid,222.42834900000003,70,Unknown,"62, 33, 30, 113",5302
DontGiveUpAnInch.mid,212.17361600000004,138,Unknown,"29, 30",2638
DontGo.mid,207.36,125,Unknown,"34, 30",1901
DontGoAwayMad.mid,270.42,120,Unknown,"24, 25, 34, 30",6432
DontGoOffWandering.mid,209.38744799999998,98,Unknown,"33, 27, 30",2632
DontOpenTillDoomsday.mid,146.08692000000002,115,Unknown,"33, 30",5669
DontShootShotGun.mid,271.68,125,Unknown,"36, 29, 30",4788
DontStopAtTheTop copy.mid,245.452027275,110,Unknown,"65, 33, 30, 23",5388
DontStopAtTheTop.mid,199.222023,135,Unknown,"48, 34, 30",5301
DontSweatIt.mid.mid,32.11266,142,Unknown,"0, 33, 48, 25, 27",631
DontYouCry.mid,249.60000000000002,75,Unknown,"24, 25, 40",2146
DoOrDie.mid,212.17361600000004,138,Unknown,29,3396
DoubtfulAboutItAll.mid,281.683788,190,Unknown,"48, 37, 30",7228
DownAnotherDay.mid,244.10231999999996,117,Unknown,"33, 16, 50, 54, 29",3770
DownByTheSeaside.mid,314.557386,143,0,"2, 34, 44, 84, 56, 25, 90, 27, 29, 30",8975
DownDeepIntoThePain.mid,274.8,200,Unknown,"27, 52, 29, 30",3085
Downfall.mid,271.0547930000001,199,Unknown,"0, 34, 99, 55, 29, 30",7926
DownInIt.mid,223.99540609166667,104,0,"32, 100, 36, 77, 14, 81, 52, 84, 89, 30",5052
DownToNone.mid,331.010894,70,Unknown,"34, 30",9565
DownwardSpiral.mid,216.07916666666665,60,0,"25, 59, 61, 33",1523
DownWithTheSickness.mid,270.4997295,90,Unknown,"34, 29",9524
DoYouLoveMe.mid,215.23788000000002,126,4,"0, 34, 14, 81, 53, 30",3694
DoYouThink.mid,186.25,120,Unknown,"33, 30",3145
Dr.Love.mid,160.00493992708334,126,0,"34, 36, 44, 81, 113, 29, 30",5015
DragTheWaters.mid,291.42828000000003,126,7,"34, 29, 30",4522
Dragula.mid,106.72608375000002,126,0,"37, 39, 83, 85, 29",2069
Drama.mid,206.222016,135,Unknown,"64, 34, 71, 29, 30",6279
DrawingFlies.mid,131.83092,142,Unknown,"48, 33, 29",1434
DreamerDeceiver.mid,321.27270100000004,55,Unknown,"25, 44, 30, 33",3706
Dreaming.mid,234.81057599999997,185,Unknown,"65, 34, 29, 30",7498
Dreamscape.mid,219.17079,158,Unknown,"33, 30",6339
Dreamspace.mid,337.77744,135,Unknown,"33, 99, 6, 30",4338
Dreamweaver.mid,354.0,80,Unknown,"34, 67, 6, 41, 48, 27, 30",5691
DressedToKill.mid,276.61735200000004,136,0,"0, 33, 50, 46",4763
DrFeelgood.mid,289.28556000000003,112,Unknown,"80, 33, 22, 30",8672
Drifter.mid,180.890661,202,Unknown,30,5248
DriftingSun.mid,443.61156722916667,168,Unknown,"33, 36, 80, 18, 29",7794
DrivenUnder.mid,252.26265599999994,137,Unknown,"37, 27, 29",3393
DriveTheHellOutOfHere.mid,75.72178000000001,187,Unknown,30,1348
DroppinPlates.mid,224.57120400000002,70,Unknown,"81, 33, 30",4064
Drown.mid,227.142736,56,Unknown,"32, 25, 66",2141
Drowning.mid,180.475792,122,Unknown,"34, 30",1857
DrowningLessons.mid,274.153632,130,Unknown,"34, 27, 29, 30",7662
DrownTogether.mid,284.16,125,Unknown,"33, 50, 30",7810
Drugs.mid,61.0,120,Unknown,"105, 29, 54",211
DryadOfTheWoods.mid,294.294784,77,Unknown,"0, 35, 51, 25, 27",3862
Duality.mid,258.10688475,140,Unknown,"0, 34, 47, 117, 30",8426
DuelFromCrossroads.mid,393.4676540000001,120,Unknown,"27, 30",1560
DuHast.mid,243.3046875,120,Unknown,"38, 39, 78, 79, 84, 52, 119, 90, 91, 30",12487
DurchDenWaldZumBachhaus.mid,146.94899400000003,118,Unknown,"48, 25",2327
DuRiechstSoGut.mid,293.454252,110,0,"0, 50, 4, 29",2505
DustInTheWind(Kansas)(Acoustic).mid,178.775248,98,0,"40, 73, 42, 74, 25",2429
DyerMaker.mid,256.5,160,0,"33, 4, 20, 26, 29",4218
DyingDay.mid,264.545384,88,Unknown,"25, 30, 33",5406
DyingFreedom.mid,211.23923199999996,113,Unknown,"33, 43, 44, 48, 30",3808
DyingInAgony.mid,268.0,120,Unknown,"34, 30",5907
Dynamite.mid,231.54522300000002,220,Unknown,"81, 36, 29, 30",3884
Eagle.mid,339.500637,190,Unknown,"33, 48, 52, 29, 30",9102
EagleHeart.mid,212.307664,104,Unknown,"35, 99, 11, 80, 48, 82, 85, 29, 30",5988
EaracheMYEye.mid,266.855983,88,Unknown,30,4598
EarlySunsetsOverMonroeville.mid,292.5,96,Unknown,"33, 27",8248
EastmannsCure.mid,256.0,120,Unknown,"33, 29, 30",6258
EasyAsItSeems.mid,180.706684375,137,0,"34, 44, 81, 18, 90, 27, 30",4995
EatYouAlive.mid,222.13892399999997,215,Unknown,"33, 35, 26, 28, 30, 31",5886
Eclipse.mid,225.95393499999997,134,Unknown,"33, 29, 30",6460
Eeyore.mid,97.92,250,Unknown,"33, 34, 29, 30",4723
EgoBrainIntro.mid,43.5,120,Unknown,25,229
Egonomic.mid,161.3474765,230,Unknown,"34, 30",4834
Egypt copy.mid,385.149232,167,5,"0, 33, 50, 82, 25, 27, 30",6549
Egypt.mid,276.36336,132,Unknown,"34, 16, 19, 29, 30",8018
Ejercice.mid,10.285704,210,Unknown,30,63
ElectricEye.mid,251.307912,105,Unknown,30,3354
Electricity.mid,216.77376,124,Unknown,"1, 34, 25",1284
ElectricMessiah.mid,359.99439335,180,Unknown,"33, 48, 81, 25, 29, 30",10260
ElectricUncleSam.mid,168.0,120,Unknown,"36, 29, 30",5211
Elegy.mid,238.221984,135,Unknown,"34, 30",6015
ElgardsGreenValley.mid,105.60000000000001,150,Unknown,"73, 6, 41",1563
Elimination.mid,263.2386379166667,250,Unknown,"33, 30",7589
ElnorsMagicValley.mid,106.22853549999999,120,Unknown,"40, 73, 122",1698
ElusiveCure.mid,194.0,120,Unknown,"25, 29, 30",812
Elvenpath.mid,263.6,150,Unknown,"48, 33, 12, 29",6853
EmbersFire.mid,284.0190280000001,150,Unknown,"49, 34, 30",2637
EmbodyTheInvisible.mid,210.47336849999996,190,Unknown,"16, 33, 30",6732
Embrace.mid,275.29398000000003,102,Unknown,"36, 29, 30",3793
Embraced.mid,264.19021200000003,90,Unknown,"33, 30",4036
EmeraldSword.mid,255.333078,180,Unknown,"33, 6, 48, 29, 52, 56, 61",9643
Emerencia.mid,297.0,120,Unknown,"0, 33, 50, 29, 30",5213
EmotionalWinter.mid,228.87783,128,Unknown,"25, 27, 30, 33",3509
Emphasis.mid,246.49254196874998,130,Unknown,"33, 44, 48, 81, 61, 52, 25, 29, 30",10411
Empire.mid,304.5,160,Unknown,"33, 30",4834
Empty.mid,179.26476,110,Unknown,"89, 33, 30, 0",4026
Ending.mid,214.841376,145,Unknown,"33, 21, 30",6942
EndingTheme.mid,299.5739249999999,66,Unknown,"33, 48, 24, 26, 29, 30",4288
EndlessSacrifice.mid,673.052942,169,Unknown,"0, 1, 2, 3, 6, 7, 8, 11, 12, 13, 16, 19, 21, 25, 29, 30, 31, 34, 44, 47, 52, 56, 58, 62, 63, 67, 69, 71, 80, 81, 82, 84, 98, 108, 114, 119, 122, 124",17579
EndlessVortexTowardsErasingDestiny.mid,194.01618800000003,195,Unknown,"33, 26, 28, 30",5700
EndOfAllHope.mid,221.454324,165,Unknown,"48, 34, 29",7685
EndOfTheRoad.mid,297.91373999999996,108,Unknown,"33, 71, 14, 52, 25, 26, 29, 30",4940
EnemiesOfReality.mid,274.912055625,92,Unknown,"34, 30",9555
Enemy.mid,174.54528000000002,110,Unknown,"34, 29",6302
Engel.mid,267.3453776041667,96,Unknown,"0, 35, 39, 78, 79, 81, 18, 52, 87, 124, 29, 30",7674
EnginesOfHate.mid,280.888608,135,Unknown,"34, 30",7863
EnjoyTheSilence copy.mid,183.19125,160,Unknown,"65, 34, 99, 30",3751
EnjoyTheSilence.mid,243.51457200000002,110,Unknown,"25, 30, 33",7122
EnlightenMe.mid,273.559012,118,Unknown,"48, 34, 29",3894
EnterTheDragon.mid,185.633019,105,Unknown,"33, 30",1719
Ephiphany.mid,252.36461250000002,74,Unknown,"24, 49, 32",5730
Epidemic.mid,136.136548,205,Unknown,30,4311
Episode.mid,120.0,64,Unknown,"0, 33, 99, 100, 42, 29, 31",1538
Episode666(Live).mid,202.999797,180,Unknown,"33, 30",6032
Episode666.mid,220.72705200000001,165,Unknown,"33, 30",7302
Epitaph.mid,509.53795199999996,65,Unknown,"0, 33, 2, 71, 42, 48, 117, 56, 25",4887
Erased.mid,209.49128800000003,118,Unknown,"0, 33, 73, 48, 30",3142
Eraser.mid,293.07662999999997,130,8,"0, 1, 36, 81, 84, 85, 87, 88, 126, 29, 30",8352
EraserPolite.mid,71.985768275,104,1,"64, 75, 52, 85",230
EroticNightmare.mid,109.285656,112,Unknown,"33, 97, 27, 29, 30",2648
Erotomania.mid,406.436821,152,Unknown,"0, 1, 34, 102, 13, 112, 29, 19, 52, 115, 51, 24, 25, 27, 93, 30",10408
EscapeFromTheIsland.mid,162.5,120,Unknown,"34, 30",3230
Eternal.mid,370.75,120,Unknown,"25, 29",5860
EternalGlory.mid,528.473236,120,Unknown,"98, 68, 6, 8, 73, 42, 48, 57, 122, 123, 28, 61",8721
Eternity.mid,403.20000000000005,150,Unknown,"0, 6, 48, 24, 30",2259
EternityPartI.mid,314.71124800000007,145,Unknown,"89, 33, 30",7639
EtudeInAMinorOpus10No2.mid,69.67728,155,Unknown,"35, 29",1404
EugenesTrickBag.mid,88.889746,165,Unknown,30,607
Eulogy.mid,130.90896,110,Unknown,"0, 25, 48, 34",600
Eve.mid,273.8046339249999,88,0,"0, 33, 48, 52, 88, 27, 29, 30",2858
EveOfSeduction.mid,304.28005286250004,140,Unknown,"33, 80, 24, 29, 30",8654
Ever-frost.mid,262.4076,163,Unknown,"34, 27, 30",7898
EverDream.mid,275.5958333333333,150,Unknown,"0, 33, 47, 48, 49, 50, 82, 52, 88, 57, 58, 27, 30",7938
Everdying.mid,264.093772,137,Unknown,"32, 25, 30, 33",7976
EverlostPart1.mid,233.23932,142,Unknown,"34, 29, 30",2456
EverlostPart2.mid,177.10765200000003,86,Unknown,"48, 73, 26, 25",2076
Everwake.mid,143.548776,115,Unknown,25,1257
EveryMinuteEveryDay.mid,261.93496,93,Unknown,"65, 33, 29, 30",5899
EveryRoseHasItsThorn.mid,246.66656799999998,72,Unknown,"33, 50, 25, 27, 30",4796
Everything.mid,191.99980800000003,70,Unknown,27,704
EverythingAndNothing.mid,196.73654699999997,95,Unknown,"33, 27, 29",2215
EverythingCounts.mid,208.0,120,Unknown,"34, 29, 30",5187
EverythingEnds.mid,235.446966,204,Unknown,"37, 30",6962
EverythingITouch.mid,183.0,80,Unknown,"81, 34, 29",1824
EverythingIveKnown.mid,213.6,100,Unknown,"36, 29",3684
EveryTimeIDie.mid,233.773281,106,Unknown,"48, 34, 5, 30",6212
EveryTimeILookAtYou.mid,262.40000000000003,75,Unknown,"25, 34, 29",3584
EvilHasNoBoundaries.mid,184.56850399999996,172,Unknown,"33, 30",2893
EvilInACloset.mid,237.14261999999997,84,Unknown,"33, 26, 27",5773
EvilInYou.mid,316.35764,193,Unknown,"48, 34, 29, 30",10111
EvilPapagali.mid,281.66184,142,Unknown,"34, 29, 30",9670
Evolution(TheGrandDesign).mid,305.45424,165,0,"33, 48, 81, 80, 19, 30",9550
Evolution169.mid,348.92272799999995,130,Unknown,"33, 30",6497
ExcessBaggage.mid,221.53823999999997,78,Unknown,24,572
Exciter.mid,332.31083399999994,127,Unknown,"34, 30",10096
ExcuseMeWhileIKillMySelf.mid,226.813448,155,Unknown,"8, 33, 27, 30",6773
Exercise.mid,6.4,150,Unknown,24,61
ExhaleTheVile.mid,282.85686000000004,140,Unknown,"34, 30",4306
ExpendableYouth.mid,243.51326999999998,111,Unknown,30,2935
Experiment.mid,308.381959,167,Unknown,30,4801
Eyeless.mid,96.06950325,215,Unknown,"33, 116, 118, 27, 30",5552
EyeOfTheWitch.mid,216.521436,92,Unknown,"64, 34, 6, 29, 30",4614
EyesOfAStranger.mid,357.54802924999996,104,7,"0, 36, 48, 29, 87, 25, 27, 28, 61, 30",6494
EyesOfTheWorld.mid,388.34567999999996,127,Unknown,"34, 44, 18, 19, 57, 29",8484
EyesWideOpen.mid,234.375,128,Unknown,"48, 27, 30",991
EyeToEye.mid,296.996875,80,Unknown,"33, 25, 26, 27, 30",4694
F(r)iend.mid,201.419634,95,Unknown,"33, 30",7632
FacePollution.mid,136.0,120,Unknown,"80, 34, 56, 29",3248
Fade.mid,236.01666666666665,60,0,"35, 50, 20, 28, 29, 30",4224
FadeAway.mid,239.999768,62,Unknown,"33, 27, 25, 30",7337
Faget.mid,351.818088,88,Unknown,"33, 36, 30",9799
Fagning.mid,284.973272,162,Unknown,"33, 48, 49, 29, 30",15098
Fairytale.mid,44.117625,170,Unknown,"33, 30",907
Faith.mid,141.875,96,0,"120, 33, 27, 30",2475
Fake.mid,278.85255199999995,100,Unknown,"36, 30",6652
FakeYourDeath.mid,193.819228,99,Unknown,"0, 1, 85",3331
Fallen.mid,353.8830598166667,140,0,"33, 5, 6, 48, 16, 81, 87, 30",8547
FallenAngel.mid,217.60000000000002,150,Unknown,"34, 30",4382
Falling.mid,108.17967474999999,106,Unknown,"48, 29",287
FallingAwayFromMe.mid,246.92304399999998,104,0,"33, 79, 116, 119, 27, 29, 30",4277
FallIntoSleep.mid,290.589846,74,Unknown,"33, 30",3619
FallsApart.mid,227.2944988125,151,0,"34, 68, 80, 82, 29, 30",6082
Famouslastwords.mid,300.9716199583334,122,5,"34, 16, 85, 89, 30",8295
Fandango.mid,356.085803,50,Unknown,"0, 33, 1, 24, 25, 30",6399
Fanfare.mid,63.157920000000004,75,7,"68, 40, 73, 11, 47, 48, 57, 58, 61",375
Fantasmic.mid,487.158791,134,Unknown,"34, 100, 6, 48, 88, 29",12491
FantasySeranade.mid,111.0,120,Unknown,24,683
FarAway.mid,308.4614,120,Unknown,"16, 25, 73, 33",3475
Farewell copy.mid,223.71406200000004,140,Unknown,"48, 33, 30",4999
Farewell.mid,134.470521,170,Unknown,"33, 45, 48, 55, 30",3284
FatalEnchantment.mid,134.11758,170,Unknown,"33, 27, 30",2271
FatalIfSwallowed.mid,407.80908200000005,125,Unknown,"33, 30",13165
FatalTragedy.mid,408.40868250000005,110,0,"0, 33, 2, 47, 48, 19, 84, 120, 30",9679
FatherPicard (1).mid,189.714096,140,Unknown,"48, 34, 29, 30",5151
FatherPicard.mid,189.714096,140,Unknown,"48, 34, 29, 30",5151
FatherTime.mid,293.70881599999996,140,Unknown,"33, 3, 48, 49, 52, 30",9294
FayreTheeWell.mid,117.550566,128,Unknown,25,903
Fear.mid,229.33310400000002,90,Unknown,"34, 30",3285
Fear_Of_The_Dark.mid,402.3125,80,5,"25, 53, 30, 33",9114
FeastingOnTheBloodOfTheInsane.mid,271.216404,70,Unknown,"34, 29",5903
February.mid,226.90886400000002,110,Unknown,30,2676
FeelForYou.mid,231.42834000000002,140,Unknown,"34, 40, 45, 13, 81, 85, 55, 61, 30",4085
FellOnBlackDays.mid,255.55530000000002,108,Unknown,"33, 29, 30",6572
FeverDream.mid,344.482506,116,Unknown,"0, 48, 90, 27, 30",7529
FiddlerOnTheGreen.mid,364.940994,85,Unknown,"25, 35, 30",5079
FiendClub.mid,77.571351,140,Unknown,30,538
Fight.mid,200.00298599999996,185,Unknown,"33, 48, 58, 29, 30",6694
FightTheGoodFight.mid,336.25,96,Unknown,"36, 50, 25, 27, 29, 30",3136
FightTillDeath.mid,197.333136,180,Unknown,"33, 30",5376
FinalCountdown(Cover).mid,183.52931999999998,170,Unknown,"33, 30, 86",5662
FinalGuitarSolo.mid,92.9577,71,Unknown,30,1099
FinallyFree.mid,571.5370314666667,82,7,"0, 3, 35, 14, 48, 49, 50, 84, 52, 24, 94, 61, 30",8477
FinalProduct.mid,259.4592,148,Unknown,"34, 30",11339
FindTheMeat.mid,25.402489415625,175,Unknown,"34, 30, 31",847
FindYourOwnVoice.mid,309.70572749999997,170,Unknown,"33, 80, 48, 19, 85, 29, 30",10501
FineAgain.mid,242.727208,88,Unknown,"81, 34, 27",4143
FireDance.mid,262.38069,126,Unknown,"34, 68, 42, 20, 30",7317
Firefly.mid,187.666479,90,Unknown,"34, 30",4482
FireGardenSuite.mid,573.0186147500001,146,Unknown,"0, 33, 104, 12, 48, 25, 30",10637
Firehouse.mid,206.22710525,126,2,"120, 34, 29, 30",3584
FishOnIntro.mid,59.711530499999995,104,Unknown,"33, 35",428
FiveIsAFourLetterWord.mid,233.0,120,Unknown,"33, 29",8124
FlamesofRevenge.mid,330.3334985,89,10,"33, 68, 6, 40, 73, 42, 44, 46, 48, 81, 49, 19, 52, 85, 62, 29, 30",9271
Flash_Of_The_Blade.mid,249.11967283333337,216,Unknown,"33, 52, 30",7284
FleshAndBlood(Sacrifice).mid,258.05055500000003,118,Unknown,"29, 30",3191
Flight_of_Icarus.mid,229.54522500000002,110,9,"33, 52, 29, 30",5729
Floods.mid,424.0374059999999,58,0,"33, 30, 122, 27, 29, 62",7708
Flower.mid,212.86951200000001,115,Unknown,"34, 29",3412
Flyleaf-Treasure.mid,188.57079357187502,140,Unknown,"65, 33, 73, 75, 27, 29, 30",2937
FlyToTheRainbow.mid,500.4232799999999,141,Unknown,"33, 34, 72, 78, 16, 119, 26, 27, 29, 30",6604
FollowInTheCry.mid,246.283632,125,Unknown,"29, 44, 69, 52",4878
FollowMe.mid,192.0,99,Unknown,"34, 36, 30",2881
FollowTheReaper.mid,211.37975200000002,192,Unknown,"33, 99, 30",6288
FollowTheWolf.mid,258.32046,131,Unknown,"33, 29",4936
FoodForTheGods.mid,258.492582,146,Unknown,"34, 30",7108
FoolForTheNight.mid,225.88224,170,Unknown,"34, 68, 48, 81, 30",4855
Foolin.mid,267.610392,113,Unknown,"27, 29, 30",2094
FoolInTheRain.mid,360.33426,198,0,"1, 33, 12, 44, 113, 84, 25, 29, 30",12610
FoolsGold.mid,192.375,96,Unknown,"33, 68, 40, 48, 25",2244
ForCryingOutLoud.mid,540.7228589833333,93,0,0,4248
Forest.mid,238.4,150,Unknown,29,3280
Forever copy 2.mid,236.865848,88,7,"81, 25, 34, 30",6086
Forever copy 3.mid,187.554296,64,Unknown,"3, 75, 44, 49, 25",1611
Forever copy.mid,244.23517199999998,170,Unknown,"1, 34, 48, 85, 55, 30",8769
Forever(OuterSpace).mid,137.88,125,Unknown,"34, 29",2208
Forever.mid,248.72702400000003,110,Unknown,"25, 26",2206
ForeverAfter.mid,217.84593599999997,130,Unknown,"36, 48, 52, 25, 29, 30",4071
ForeverFailure.mid,249.14260800000002,105,Unknown,"25, 34, 27, 30",1845
ForeverFree.mid,351.0,160,Unknown,"73, 52, 29, 33",10310
ForeverYours.mid,215.614896,85,Unknown,"34, 73, 48, 82, 30",1529
Foreword.mid,373.2492037333333,76,Unknown,"0, 33, 2, 50, 24, 30",8255
ForgetToRemember.mid,211.914604,94,Unknown,"29, 30, 71",6326
ForgottenHopes.mid,261.541022,130,Unknown,"33, 52, 25, 29, 30",6932
ForlornHope.mid,369.6664,90,Unknown,"1, 34, 48, 81, 52, 29, 30",10166
Forsaken copy.mid,334.4659735,160,Unknown,"33, 2, 70, 75, 48, 62, 28, 29, 30, 31",6766
Forsaken.mid,199.20000000000002,100,Unknown,"33, 42, 30",2270
ForSure.mid,252.70575599999998,170,Unknown,"33, 71, 42, 89, 26",5964
ForTheLoveofGod.mid,350.40000000000003,100,Unknown,"104, 27, 29",3295
FortuneInLies.mid,304.17718625000003,71,0,"33, 16, 50, 117, 125",4449
Fortunes_Of_War.mid,412.419568,67,7,"33, 52, 25, 29, 30",7746
ForYou.mid,369.2511359999999,130,Unknown,"41, 34, 19, 30",5479
ForYourlife.mid,392.03353145,89,0,"64, 39, 84, 27, 30",6906
FourSticks.mid,284.99395238541666,104,2,"67, 35, 70, 48, 83, 25, 29, 30",6789
Fractured.mid,201.90456000000003,126,Unknown,"24, 25",4270
Fragile.mid,324.84397999999993,129,Unknown,"36, 29, 30",6692
FragileDreams.mid,483.69182399999994,130,Unknown,"73, 27, 30",10888
FrameByFrame (1).mid,307.8339075,157,Unknown,"35, 122, 41, 42, 16, 26, 27",7951
FrameByFrame.mid,307.8339075,157,Unknown,"35, 122, 41, 42, 16, 26, 27",7951
Frank.mid,304.8381,124,Unknown,"25, 27, 30",6085
FreakOnALeash.mid,235.740024,105,0,"33, 27, 36, 29",4120
Free.mid,211.30405200000004,138,Unknown,"33, 30",5308
Freedom.mid,286.987704,155,Unknown,"80, 33, 29, 30",8396
FreedoomOfSpeech.mid,560.5593315458333,74,Unknown,"0, 35, 81, 25, 26, 30",6474
FreeFall.mid,233.571304,112,Unknown,"33, 100, 29, 30",6257
FreewheelBurning.mid,218.16,250,Unknown,30,5696
FreshTendrils.mid,186.89650500000005,87,Unknown,"33, 29",2971
FriedChicken.mid,92.60849499999999,161,Unknown,"26, 27, 30",1018
Friends.mid,286.96399875000003,70,Unknown,"75, 48, 25, 90, 28, 93",13080
Friik.mid,167.21126800000005,140,Unknown,"33, 30",4554
FromHellTheyCame.mid,121.04344800000001,115,Unknown,"33, 29, 30",3906
FromTheCradleToTheGrave.mid,272.31120000000004,150,Unknown,"48, 33, 29, 30",5546
FromTheOtherside.mid,230.88,125,Unknown,"16, 34, 29, 30",5913
FromThePaganVasteland.mid,177.4,300,Unknown,30,1843
FromThisDay.mid,220.17380400000002,110,Unknown,"34, 30",5864
FuckingDetermined.mid,157.39911,126,Unknown,"33, 29",4482
FuckingHostile.mid,171.999828,90,0,"33, 29",4889
FuckinHostileBehindSpace.mid,310.08106399999997,200,Unknown,"33, 30",10579
FuckIt.mid,178.6902975,63,Unknown,"33, 30",2722
Fuct.mid,310.254647,98,Unknown,"37, 30",7691
FullNelson.mid,225.6,100,Unknown,"33, 27, 30",3691
FullOnKevinsMom.mid,214.33249196666668,136,Unknown,"29, 31",2476
FuneralForAFriend.mid,604.9498100000001,74,Unknown,"0, 51, 20, 29",5777
Futureal.mid,170.55,200,7,"33, 85, 30",4805
FutureMadhouse.mid,260.899786,285,Unknown,"33, 29",8947
FutureShock.mid,271.69531500000005,120,Unknown,"34, 54, 30",6243
Galaxies.mid,216.0,120,Unknown,"34, 38, 81, 52, 27, 30",2771
GallowsPole.mid,267.142964,83,9,"33, 105, 109, 110, 24, 25, 95",8684
GandalfsRebirth.mid,124.0,150,Unknown,"34, 29",3077
GardensOfTheSinner(Live).mid,345.593367,132,Unknown,"48, 34, 29, 30",9515
GardensOfTheSinner.mid,346.41966800000006,162,Unknown,"33, 52, 29, 30",8956
GargoylesAngelsOfDarkness.mid,923.31749,90,Unknown,"1, 34, 48, 18, 50, 61, 52, 24, 29",17968
Gasoline.mid,169.41168,170,Unknown,"33, 29, 30",4608
GasolineDreams.mid,249.421101,121,Unknown,"36, 29, 30",4804
GatesOfBabylon.mid,416.333328,120,Unknown,"33, 40, 20, 52, 29",6306
GaveUp.mid,231.71976965625,145,Unknown,"45, 81, 20, 85, 121, 29, 30",6240
GazeAtTheSkies.mid,208.0,120,Unknown,"49, 27, 30, 33",6836
Gemini copy.mid,290.858329,110,Unknown,30,4668
Gemini.mid,313.49953800000003,148,Unknown,30,1661
Genghis_Khan.mid,172.1875,99,Unknown,"33, 29, 30",5129
Genocya.mid,279.08168600000005,158,Unknown,"33, 52, 29, 30",7324
Gentley.mid,304.53904800000004,145,Unknown,"25, 34, 30",4242
Getaway.mid,163.6875,160,0,"34, 80, 81, 82, 29, 30",2805
Gethsemane.mid,318.72,125,Unknown,"0, 34, 73, 48, 55, 30",11914
GetOnTheSnake.mid,211.875,128,Unknown,"29, 31",1816
GetTheHellOutOfHere.mid,230.05303500000002,187,Unknown,30,4435
GetThis.mid,91.875,160,Unknown,"34, 30",3171
GettingAwayWithMurder.mid,191.538436,104,Unknown,"33, 37, 119, 27, 29, 30",8311
Ghetto.mid,211.127436,133,Unknown,"34, 19, 30",2730
GhostLoveScore.mid,608.5187699999999,130,Unknown,"34, 68, 48, 52, 85, 56, 30",12818
GhostofYou.mid,201.58788487500001,73,7,"34, 67, 24, 26, 91, 30",3258
GiantRobotLesson.mid,33.6,100,Unknown,30,223
GiantsBallsOfGold.mid,34.588224,160,Unknown,30,332
GimmeMore.mid,215.78742675,126,7,"81, 34, 30",7728
GimmeTheMic.mid,180.0,100,Unknown,"100, 36, 30",3236
GirlsGirlsGirls.mid,203.58615600000002,145,Unknown,"34, 27",3211
GiveEmHellKid.mid,136.95612,184,Unknown,"37, 30",5785
GladHands.mid,86.4,150,Unknown,28,562
GlasgowKiss(Live).mid,173.999826,140,Unknown,29,836
GlasgowKiss.mid,462.318725,207,Unknown,"25, 29, 30",7286
GlassShatters.mid,231.3248,166,Unknown,"37, 30",4332
Glory.mid,167.783161,133,Unknown,"1, 68, 39, 27, 30",3530
GloryOfTheWorld.mid,289.1,150,Unknown,"33, 6, 80, 52, 85, 29, 30",9635
GlosZCiemnosci.mid,304.913402,200,Unknown,"33, 30",3875
GodBlessTheChildrenOfTheBeast.mid,84.0,60,Unknown,"25, 30",573
GoddamnElectric.mid,301.178812,130,Unknown,"34, 30",5759
GodGaveRockNRollToYou.mid,240.5,120,Unknown,"34, 30",1836
GodOfThunder.mid,222.94925145,109,7,"81, 33, 30, 31",3414
GodSendDeath.mid,226.20749999999998,210,Unknown,"34, 30",7539
GodsOfDeliverance.mid,298.355508,146,Unknown,"34, 68, 30",9053
GodsOfWar.mid,270.0,120,Unknown,"36, 29, 30",4314
GoingBlind.mid,222.0452325,132,0,"34, 80, 81, 29, 30",2756
GoingHomeTonight.mid,298.18152,132,Unknown,"25, 27, 30",1396
GoingToCalifornia.mid,215.99666666666667,150,2,"24, 25, 21",3199
GoldenFingers.mid,155.31288800000004,150,Unknown,30,1536
GoliathsDisarmTheirDavids.mid,295.8039,143,Unknown,"48, 33, 30",6904
GoneStill.mid,63.999936000000005,90,Unknown,"0, 32",169
GoneWithTheWind.mid,278.0,120,Unknown,"33, 40, 61, 52, 56, 25, 29",6365
Goodbye.mid,40.285579999999996,280,Unknown,"24, 25",228
GoodbyeMyFriend.mid,371.61216,155,Unknown,30,2982
GoodbyeTonight.mid,219.81524000000002,75,Unknown,"35, 12, 53, 25, 30",6010
GoodFriendsAndABottleOfPills.mid,15.0,160,Unknown,"34, 30",173
GoodGod.mid,204.0,120,Unknown,"33, 36, 54, 29, 30",5379
GoodGood.mid,197.563477,120,Unknown,"48, 36, 30",4706
GoodnightKiss.mid,377.83081500000003,69,Unknown,"0, 33, 35, 48, 50, 52, 87, 24, 89, 122, 88",2945
GoodTimesBadTimes.mid,179.34048,91,Unknown,"35, 82, 75, 29",4215
Gothic.mid,262.40000000000003,150,Unknown,"48, 33, 30",4148
GotItMade.mid,302.76892799999996,65,Unknown,"75, 26, 27, 34",3229
